"_raw",host,index,source,sourcetype,time
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.8"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 3.3515625}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.8"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 3.334375}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.8"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 3.3515625}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.7"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 5.1041732}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.7"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 5.0781315}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.7"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 5.0520898}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""value"": 238.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.3"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""value"": 232.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.3"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""value"": 460.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.3"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40"", ""stats"": {""devid"": 0, ""value"": [], ""error_code"": null, ""time"": 1469066791, ""key"": ""cluster.protostats.nlm.total"", ""error"": null}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=cluster.protostats.nlm.total","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.clientstats.connected.ndmp"", ""time"": 1469066787, ""error_code"": null, ""value"": 0, ""error"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ndmp&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.clientstats.connected.ndmp"", ""time"": 1469066790, ""error_code"": null, ""value"": 0, ""error"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ndmp&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.clientstats.connected.ndmp"", ""time"": 1469066790, ""error_code"": null, ""value"": 0, ""error"": null}, ""node"": ""1.2.246.130"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ndmp&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""error"": null, ""time"": 1469066791, ""value"": 6, ""error_code"": null, ""key"": ""node.clientstats.connected.cifs""}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""error"": null, ""time"": 1469066789, ""value"": 7, ""error_code"": null, ""key"": ""node.clientstats.connected.cifs""}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""error"": null, ""time"": 1469066790, ""value"": 14, ""error_code"": null, ""key"": ""node.clientstats.connected.cifs""}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.6"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 1.056}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.6"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 1.152}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.6"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 0.986}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.5"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 1.0}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.5"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 1.122}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.5"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 0.978}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""value"": 212.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.2"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""value"": 213.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.2"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""value"": 0.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.2"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.net.ext.bytes.out.rate"", ""error"": null, ""time"": 1469066788, ""error_code"": null, ""value"": 634.6}, ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.out.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.net.ext.bytes.out.rate"", ""error"": null, ""time"": 1469066787, ""error_code"": null, ""value"": 0.0}, ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.out.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.net.ext.bytes.out.rate"", ""error"": null, ""time"": 1469066790, ""error_code"": null, ""value"": 575.0}, ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.out.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.4"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 12.0}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.4"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 12.0}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.4"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 12.0}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40"", ""stats"": {""devid"": 0, ""value"": 1209.6, ""error_code"": null, ""time"": 1469066791, ""key"": ""cluster.net.ext.bytes.out.rate"", ""error"": null}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=cluster.net.ext.bytes.out.rate","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""value"": 1, ""error_code"": null, ""devid"": 3, ""key"": ""node.clientstats.active.papi"", ""time"": 1469066790, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.papi&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""value"": 1, ""error_code"": null, ""devid"": 2, ""key"": ""node.clientstats.active.papi"", ""time"": 1469066789, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.papi&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""value"": 0, ""error_code"": null, ""devid"": 1, ""key"": ""node.clientstats.active.papi"", ""time"": 1469066790, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.papi&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.3"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 5.0781315}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.3"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 5.0781315}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.3"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 5.0520898}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:06:34"", ""namespace"": ""statistics"", ""stats"": {""devid"": 0, ""value"": [{""in_max"": 33788, ""time_avg"": 681.1519165039062, ""out_max"": 8704, ""op_rate"": 16.95499610900879, ""op_count"": 79, ""time_min"": 54, ""in_min"": 84, ""out_rate"": 9420.0224609375, ""out_min"": 112, ""time_max"": 3724, ""op_id"": 4294967295, ""in_rate"": 12844.0625}], ""error_code"": null, ""key"": ""cluster.protostats.nfs.total"", ""error"": null, ""time"": 1469066790}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=cluster.protostats.nfs.total","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.2"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 12.10136}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.2"", ""error_code"": null, ""time"": 1469066785, ""error"": null, ""value"": 12.16756}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.2"", ""error_code"": null, ""time"": 1469066791, ""error"": null, ""value"": 12.08812}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""value"": 312.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.1"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""value"": 243.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.1"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""value"": 516.0, ""error_code"": null, ""time"": 1469066791, ""key"": ""node.sensor.power.watts.1"", ""error"": null}, ""timestamp"": ""2016-07-21 12:06:34"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.power.watts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.1"", ""error_code"": null, ""time"": 1469066790, ""error"": null, ""value"": 5.048}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.1"", ""error_code"": null, ""time"": 1469066784, ""error"": null, ""value"": 5.056}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.1"", ""error_code"": null, ""time"": 1469066790, ""error"": null, ""value"": 5.032}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""stats"": {""value"": 38.1, ""time"": 1469066789, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.heat.getattr.total"", ""devid"": 3}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:34"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.getattr.total&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""stats"": {""value"": 58.2, ""time"": 1469066783, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.heat.getattr.total"", ""devid"": 2}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:34"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.getattr.total&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""stats"": {""value"": 88.4, ""time"": 1469066782, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.heat.getattr.total"", ""devid"": 1}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:34"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.getattr.total&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.clientstats.connected.cifs"", ""error"": null, ""devid"": 3, ""value"": 1, ""error_code"": null, ""time"": 1469066790}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.clientstats.connected.cifs"", ""error"": null, ""devid"": 2, ""value"": 0, ""error_code"": null, ""time"": 1469066788}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.clientstats.connected.cifs"", ""error"": null, ""devid"": 1, ""value"": 1, ""error_code"": null, ""time"": 1469066788}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.connected.cifs&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.volt.volts.0"", ""error_code"": null, ""time"": 1469066790, ""error"": null, ""value"": 3.258}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.volt.volts.0"", ""error_code"": null, ""time"": 1469066784, ""error"": null, ""value"": 3.252}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:34"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.volt.volts.0"", ""error_code"": null, ""time"": 1469066790, ""error"": null, ""value"": 3.282}, ""node"": ""1.2.246.130""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.sensor.volt.volts.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:06:34"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:35"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 3, ""key"": ""node.clientstats.active.http"", ""error"": null, ""error_code"": null, ""time"": 1469066789, ""value"": 1}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.http&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:35"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 2, ""key"": ""node.clientstats.active.http"", ""error"": null, ""error_code"": null, ""time"": 1469066791, ""value"": 1}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.http&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:06:35"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 1, ""key"": ""node.clientstats.active.http"", ""error"": null, ""error_code"": null, ""time"": 1469066792, ""value"": 0}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.http&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""stats"": {""key"": ""node.net.ext.bytes.in.rate"", ""time"": 1469066788, ""devid"": 3, ""error_code"": null, ""error"": null, ""value"": 33151.0}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:35""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""stats"": {""key"": ""node.net.ext.bytes.in.rate"", ""time"": 1469066791, ""devid"": 2, ""error_code"": null, ""error"": null, ""value"": 37728.0}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:35""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""stats"": {""key"": ""node.net.ext.bytes.in.rate"", ""time"": 1469066790, ""devid"": 1, ""error_code"": null, ""error"": null, ""value"": 38172.8}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:06:35""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
"{""stats"": {""error"": null, ""key"": ""node.clientstats.active.iscsi"", ""error_code"": null, ""value"": 0, ""time"": 1469066792, ""devid"": 3}, ""timestamp"": ""2016-07-21 12:06:35"", ""node"": ""1.2.246.130"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.iscsi&devid=all","emc:isilon:rest","21-07-2016 12:06:35"
